user_id,app_id,campaign_id,trial_start_date,trial_end_date,status,total_revenue_usd
10064,105,201,2026-02-08,2026-03-10,Trial_Expired,0.0
10065,101,203,2026-03-13,2026-04-12,Active,9.99
10066,103,201,2026-03-04,2026-04-03,Trial_Expired,0.0
10066,101,201,2026-02-25,2026-03-27,Trial_Expired,0.0
10067,102,202,2026-02-16,2026-03-18,Trial_Expired,0.0
10067,103,201,2026-03-26,2026-04-25,Trial_Expired,0.0
10067,105,204,2026-02-05,2026-03-07,Trial_Expired,0.0
10068,103,202,2026-01-31,2026-03-02,Trial_Expired,0.0
10069,105,204,2026-01-16,2026-02-15,Trial_Expired,0.0
10070,101,202,2026-02-05,2026-03-07,Trial_Expired,0.0
10071,102,203,2026-03-05,2026-04-04,Trial_Expired,0.0
10072,103,201,2026-01-29,2026-02-28,Active,29.97
10073,102,204,2026-01-25,2026-02-24,Trial_Expired,0.0
10073,105,201,2026-01-30,2026-03-01,Trial_Expired,0.0
10073,101,202,2026-01-05,2026-02-04,Active,9.99
10074,104,203,2026-03-04,2026-04-03,Trial_Expired,0.0
10074,102,201,2026-01-27,2026-02-26,Trial_Expired,0.0
10075,102,201,2026-02-24,2026-03-26,Trial_Expired,0.0
10076,104,201,2026-01-23,2026-02-22,Trial_Expired,0.0
10077,105,201,2026-03-14,2026-04-13,Active,29.97
10077,102,201,2026-03-18,2026-04-17,Active,9.99
10078,101,202,2026-02-08,2026-03-10,Trial_Expired,0.0
10078,105,203,2026-02-23,2026-03-25,Trial_Expired,0.0
10079,103,203,2026-02-26,2026-03-28,Trial_Expired,0.0
10080,104,204,2026-03-16,2026-04-15,Active,19.98
10081,101,203,2026-03-20,2026-04-19,Trial_Expired,0.0
10082,103,203,2026-03-20,2026-04-19,Trial_Expired,0.0
10082,104,201,2026-02-20,2026-03-22,Trial_Expired,0.0
10083,103,202,2026-03-25,2026-04-24,Trial_Expired,0.0
10084,103,203,2026-02-12,2026-03-14,Active,29.97
10084,104,203,2026-01-23,2026-02-22,Active,29.97
10085,102,204,2026-03-08,2026-04-07,Trial_Expired,0.0
10086,105,201,2026-01-05,2026-02-04,Active,19.98
10087,103,201,2026-03-31,2026-04-30,Trial_Expired,0.0
10088,104,203,2026-02-16,2026-03-18,Trial_Expired,0.0
10089,102,204,2026-01-26,2026-02-25,Trial_Expired,0.0
10090,102,202,2026-02-25,2026-03-27,Trial_Expired,0.0
10090,101,204,2026-01-28,2026-02-27,Trial_Expired,0.0
10091,101,203,2026-01-07,2026-02-06,Trial_Expired,0.0
10091,104,203,2026-01-18,2026-02-17,Trial_Expired,0.0
10092,104,201,2026-03-15,2026-04-14,Trial_Expired,0.0
10093,104,204,2026-01-13,2026-02-12,Trial_Expired,0.0
10094,103,204,2026-03-27,2026-04-26,Trial_Expired,0.0
10095,105,204,2026-01-06,2026-02-05,Trial_Expired,0.0
10096,105,202,2026-02-02,2026-03-04,Active,9.99
10097,101,204,2026-03-03,2026-04-02,Trial_Expired,0.0
10098,101,202,2026-02-05,2026-03-07,Trial_Expired,0.0
10098,102,203,2026-03-07,2026-04-06,Trial_Expired,0.0
10099,103,203,2026-03-03,2026-04-02,Trial_Expired,0.0
10099,105,203,2026-03-16,2026-04-15,Trial_Expired,0.0
10100,101,201,2026-03-09,2026-04-08,Trial_Expired,0.0
10100,103,201,2026-01-20,2026-02-19,Active,29.97
10101,104,201,2026-03-18,2026-04-17,Trial_Expired,0.0
10101,101,201,2026-01-06,2026-02-05,Active,19.98
10102,103,201,2026-01-02,2026-02-01,Active,29.97
10103,105,202,2026-02-07,2026-03-09,Trial_Expired,0.0
10104,101,204,2026-03-16,2026-04-15,Trial_Expired,0.0
10105,105,203,2026-03-05,2026-04-04,Trial_Expired,0.0
10106,105,203,2026-02-06,2026-03-08,Trial_Expired,0.0
10106,101,204,2026-03-19,2026-04-18,Trial_Expired,0.0
10107,104,202,2026-03-13,2026-04-12,Trial_Expired,0.0
10108,104,201,2026-03-04,2026-04-03,Trial_Expired,0.0
10108,103,203,2026-01-17,2026-02-16,Trial_Expired,0.0
10109,102,203,2026-02-20,2026-03-22,Trial_Expired,0.0
10110,105,202,2026-01-29,2026-02-28,Trial_Expired,0.0
10110,101,202,2026-01-27,2026-02-26,Trial_Expired,0.0
10111,102,202,2026-02-02,2026-03-04,Active,19.98
10111,104,202,2026-01-10,2026-02-09,Trial_Expired,0.0
10112,101,203,2026-03-29,2026-04-28,Trial_Expired,0.0
10113,104,203,2026-03-17,2026-04-16,Trial_Expired,0.0
10113,102,203,2026-02-05,2026-03-07,Trial_Expired,0.0
10114,101,203,2026-02-07,2026-03-09,Active,29.97
10115,105,203,2026-03-03,2026-04-02,Active,9.99
10116,105,202,2026-02-06,2026-03-08,Trial_Expired,0.0
10116,102,202,2026-01-31,2026-03-02,Trial_Expired,0.0
10117,104,202,2026-01-01,2026-01-31,Active,9.99
10118,104,201,2026-02-24,2026-03-26,Active,29.97
10118,102,202,2026-02-16,2026-03-18,Active,9.99
10119,104,202,2026-03-04,2026-04-03,Trial_Expired,0.0
10119,103,203,2026-03-16,2026-04-15,Trial_Expired,0.0
10120,104,203,2026-02-12,2026-03-14,Active,29.97
10121,104,203,2026-03-29,2026-04-28,Active,9.99
10122,103,201,2026-02-18,2026-03-20,Active,39.96
10123,105,201,2026-02-18,2026-03-20,Active,39.96
10124,101,201,2026-02-01,2026-03-03,Trial_Expired,0.0
10125,105,202,2026-02-16,2026-03-18,Trial_Expired,0.0
10126,103,201,2026-03-04,2026-04-03,Active,39.96
10127,101,204,2026-03-24,2026-04-23,Trial_Expired,0.0
10128,103,203,2026-01-08,2026-02-07,Active,29.97
10128,101,201,2026-03-29,2026-04-28,Active,29.97
10129,102,203,2026-02-20,2026-03-22,Trial_Expired,0.0
10130,101,204,2026-02-15,2026-03-17,Trial_Expired,0.0
10130,105,203,2026-02-06,2026-03-08,Active,19.98
10131,104,204,2026-02-02,2026-03-04,Active,29.97
10132,105,204,2026-01-01,2026-01-31,Trial_Expired,0.0
10133,105,201,2026-01-12,2026-02-11,Trial_Expired,0.0
10134,103,201,2026-03-27,2026-04-26,Trial_Expired,0.0
10135,101,201,2026-03-22,2026-04-21,Trial_Expired,0.0
10135,104,202,2026-01-14,2026-02-13,Trial_Expired,0.0
10136,103,201,2026-01-04,2026-02-03,Active,9.99
10136,105,202,2026-03-28,2026-04-27,Trial_Expired,0.0
10137,103,201,2026-02-03,2026-03-05,Trial_Expired,0.0
10137,104,202,2026-03-17,2026-04-16,Active,19.98
10137,101,202,2026-03-26,2026-04-25,Active,29.97
10138,105,201,2026-02-22,2026-03-24,Active,9.99
10138,103,202,2026-01-26,2026-02-25,Trial_Expired,0.0
10139,103,203,2026-03-06,2026-04-05,Active,39.96
10140,101,203,2026-02-05,2026-03-07,Trial_Expired,0.0
10141,101,201,2026-01-22,2026-02-21,Trial_Expired,0.0
10141,105,203,2026-02-05,2026-03-07,Trial_Expired,0.0
10142,105,201,2026-03-14,2026-04-13,Trial_Expired,0.0
10143,102,201,2026-02-12,2026-03-14,Trial_Expired,0.0
10144,105,202,2026-02-13,2026-03-15,Trial_Expired,0.0
10145,102,201,2026-02-18,2026-03-20,Active,19.98
10146,101,201,2026-01-21,2026-02-20,Trial_Expired,0.0
10147,103,201,2026-01-15,2026-02-14,Trial_Expired,0.0
10147,104,204,2026-01-26,2026-02-25,Active,19.98
10148,104,203,2026-01-07,2026-02-06,Active,9.99
10148,103,202,2026-01-09,2026-02-08,Active,39.96
10148,105,202,2026-02-28,2026-03-30,Trial_Expired,0.0
10149,101,201,2026-02-28,2026-03-30,Trial_Expired,0.0
10149,102,203,2026-01-14,2026-02-13,Trial_Expired,0.0
10150,104,203,2026-02-12,2026-03-14,Active,29.97
10151,103,201,2026-01-25,2026-02-24,Trial_Expired,0.0
10152,101,202,2026-02-24,2026-03-26,Trial_Expired,0.0
10152,103,201,2026-01-30,2026-03-01,Active,9.99
10153,101,201,2026-01-29,2026-02-28,Trial_Expired,0.0
10154,102,203,2026-01-10,2026-02-09,Active,29.97
10155,104,202,2026-02-14,2026-03-16,Trial_Expired,0.0
10156,104,203,2026-02-17,2026-03-19,Active,19.98
10156,103,204,2026-03-14,2026-04-13,Active,9.99
10157,104,203,2026-02-12,2026-03-14,Trial_Expired,0.0
10158,105,204,2026-01-25,2026-02-24,Trial_Expired,0.0
10158,104,201,2026-02-28,2026-03-30,Trial_Expired,0.0
10159,104,202,2026-03-15,2026-04-14,Active,9.99
10159,102,204,2026-02-10,2026-03-12,Active,29.97
10160,104,204,2026-02-18,2026-03-20,Trial_Expired,0.0
10161,104,201,2026-02-19,2026-03-21,Trial_Expired,0.0
10161,101,203,2026-03-29,2026-04-28,Trial_Expired,0.0
10161,102,201,2026-01-13,2026-02-12,Active,29.97
10162,104,201,2026-02-25,2026-03-27,Active,39.96
10163,103,201,2026-03-20,2026-04-19,Trial_Expired,0.0
10163,105,204,2026-01-11,2026-02-10,Active,39.96
10164,104,204,2026-03-11,2026-04-10,Trial_Expired,0.0
10165,103,202,2026-02-09,2026-03-11,Trial_Expired,0.0
10165,102,204,2026-02-27,2026-03-29,Trial_Expired,0.0
10166,102,204,2026-01-06,2026-02-05,Trial_Expired,0.0
10166,105,203,2026-02-09,2026-03-11,Active,29.97
10167,102,203,2026-02-22,2026-03-24,Trial_Expired,0.0
10168,102,203,2026-02-14,2026-03-16,Trial_Expired,0.0
10168,105,202,2026-01-31,2026-03-02,Trial_Expired,0.0
10169,104,202,2026-03-23,2026-04-22,Trial_Expired,0.0
10169,101,203,2026-03-18,2026-04-17,Trial_Expired,0.0
10170,104,204,2026-01-17,2026-02-16,Active,19.98
10171,104,204,2026-01-30,2026-03-01,Active,9.99
10172,101,204,2026-02-06,2026-03-08,Active,39.96
10172,102,204,2026-03-09,2026-04-08,Active,9.99
10173,103,202,2026-03-31,2026-04-30,Active,19.98
10174,102,203,2026-02-21,2026-03-23,Trial_Expired,0.0
10174,101,203,2026-01-29,2026-02-28,Active,19.98
10174,103,203,2026-03-20,2026-04-19,Trial_Expired,0.0
10175,101,203,2026-01-29,2026-02-28,Trial_Expired,0.0
10175,103,203,2026-01-13,2026-02-12,Trial_Expired,0.0
10176,104,203,2026-03-19,2026-04-18,Active,29.97
10176,101,204,2026-03-08,2026-04-07,Trial_Expired,0.0
10177,104,203,2026-02-28,2026-03-30,Trial_Expired,0.0
10178,104,203,2026-02-07,2026-03-09,Active,9.99
10179,103,204,2026-03-21,2026-04-20,Trial_Expired,0.0
10180,103,202,2026-03-20,2026-04-19,Trial_Expired,0.0
10181,105,204,2026-03-01,2026-03-31,Trial_Expired,0.0
10181,102,202,2026-02-15,2026-03-17,Trial_Expired,0.0
10182,103,203,2026-02-17,2026-03-19,Trial_Expired,0.0
10183,104,201,2026-03-13,2026-04-12,Active,9.99
10183,103,202,2026-03-13,2026-04-12,Trial_Expired,0.0
10184,102,203,2026-02-10,2026-03-12,Active,19.98
10185,103,202,2026-02-01,2026-03-03,Active,19.98
10186,105,201,2026-01-02,2026-02-01,Trial_Expired,0.0
10187,104,202,2026-03-07,2026-04-06,Trial_Expired,0.0
10188,101,201,2026-02-13,2026-03-15,Active,29.97
10188,104,201,2026-03-08,2026-04-07,Trial_Expired,0.0
10189,105,203,2026-03-03,2026-04-02,Trial_Expired,0.0
10189,103,204,2026-01-07,2026-02-06,Trial_Expired,0.0
10189,104,202,2026-01-04,2026-02-03,Trial_Expired,0.0
10190,104,204,2026-01-14,2026-02-13,Active,19.98
10191,102,204,2026-01-19,2026-02-18,Trial_Expired,0.0
10192,102,202,2026-02-01,2026-03-03,Trial_Expired,0.0
10192,104,202,2026-03-11,2026-04-10,Trial_Expired,0.0
10193,105,201,2026-03-15,2026-04-14,Trial_Expired,0.0
10194,104,201,2026-03-26,2026-04-25,Trial_Expired,0.0
10195,101,203,2026-03-01,2026-03-31,Active,9.99
10195,103,204,2026-02-05,2026-03-07,Active,19.98
10196,103,202,2026-02-11,2026-03-13,Trial_Expired,0.0
10196,101,202,2026-01-12,2026-02-11,Trial_Expired,0.0
10197,105,202,2026-03-28,2026-04-27,Trial_Expired,0.0
10197,104,201,2026-03-19,2026-04-18,Trial_Expired,0.0
10198,104,202,2026-03-01,2026-03-31,Trial_Expired,0.0
10198,103,203,2026-03-30,2026-04-29,Trial_Expired,0.0
10199,105,201,2026-03-07,2026-04-06,Trial_Expired,0.0
10200,102,203,2026-02-16,2026-03-18,Active,19.98
10201,104,204,2026-01-01,2026-01-31,Trial_Expired,0.0
10202,104,203,2026-01-28,2026-02-27,Active,9.99
10202,103,201,2026-03-17,2026-04-16,Trial_Expired,0.0
10203,101,202,2026-03-02,2026-04-01,Active,19.98
10203,102,204,2026-03-14,2026-04-13,Trial_Expired,0.0
10204,105,203,2026-02-28,2026-03-30,Active,9.99
10205,103,202,2026-03-29,2026-04-28,Trial_Expired,0.0
10206,105,202,2026-02-25,2026-03-27,Trial_Expired,0.0
10206,103,204,2026-01-23,2026-02-22,Trial_Expired,0.0
10206,104,204,2026-01-23,2026-02-22,Active,9.99
10207,101,201,2026-03-26,2026-04-25,Active,39.96
10207,105,203,2026-01-05,2026-02-04,Trial_Expired,0.0
10208,101,204,2026-03-23,2026-04-22,Trial_Expired,0.0
10208,104,204,2026-02-16,2026-03-18,Trial_Expired,0.0
10209,104,202,2026-01-19,2026-02-18,Trial_Expired,0.0
10210,104,202,2026-03-07,2026-04-06,Trial_Expired,0.0
10211,103,201,2026-01-13,2026-02-12,Trial_Expired,0.0
10212,105,202,2026-01-04,2026-02-03,Trial_Expired,0.0
10213,102,202,2026-03-16,2026-04-15,Trial_Expired,0.0
10213,104,201,2026-02-23,2026-03-25,Trial_Expired,0.0
10213,103,202,2026-01-15,2026-02-14,Trial_Expired,0.0
10214,102,203,2026-02-02,2026-03-04,Active,9.99
10215,101,202,2026-03-19,2026-04-18,Trial_Expired,0.0
10216,101,201,2026-01-28,2026-02-27,Active,19.98
10217,105,203,2026-02-13,2026-03-15,Trial_Expired,0.0
10218,105,204,2026-01-21,2026-02-20,Active,29.97
10218,101,201,2026-02-16,2026-03-18,Active,29.97
10219,102,201,2026-03-27,2026-04-26,Active,19.98
10219,104,202,2026-03-09,2026-04-08,Active,39.96
10220,101,201,2026-01-30,2026-03-01,Trial_Expired,0.0
10221,103,202,2026-01-07,2026-02-06,Trial_Expired,0.0
10221,104,203,2026-02-08,2026-03-10,Trial_Expired,0.0
10221,105,201,2026-03-04,2026-04-03,Active,19.98
10222,103,204,2026-02-23,2026-03-25,Trial_Expired,0.0
10223,104,201,2026-01-21,2026-02-20,Trial_Expired,0.0
10224,103,204,2026-02-11,2026-03-13,Trial_Expired,0.0
10224,101,204,2026-02-18,2026-03-20,Active,9.99
10225,101,202,2026-03-30,2026-04-29,Active,39.96
10226,105,202,2026-02-02,2026-03-04,Active,9.99
10227,101,201,2026-01-11,2026-02-10,Active,19.98
10228,104,202,2026-03-26,2026-04-25,Trial_Expired,0.0
10229,102,204,2026-01-24,2026-02-23,Active,29.97
10230,105,204,2026-02-05,2026-03-07,Active,9.99
10230,101,201,2026-01-03,2026-02-02,Trial_Expired,0.0
10231,102,204,2026-03-01,2026-03-31,Active,9.99
10232,101,204,2026-02-19,2026-03-21,Trial_Expired,0.0
10233,101,202,2026-03-28,2026-04-27,Trial_Expired,0.0
10234,101,202,2026-01-08,2026-02-07,Trial_Expired,0.0
10235,102,202,2026-02-24,2026-03-26,Trial_Expired,0.0
10235,104,204,2026-01-30,2026-03-01,Trial_Expired,0.0
10235,103,204,2026-01-12,2026-02-11,Active,39.96
10236,101,204,2026-01-05,2026-02-04,Trial_Expired,0.0
10236,102,201,2026-03-06,2026-04-05,Trial_Expired,0.0
10237,101,204,2026-02-02,2026-03-04,Trial_Expired,0.0
10238,104,201,2026-01-23,2026-02-22,Active,19.98
10238,103,201,2026-03-26,2026-04-25,Active,9.99
10239,105,203,2026-01-26,2026-02-25,Trial_Expired,0.0
10240,101,202,2026-01-12,2026-02-11,Trial_Expired,0.0
10241,101,203,2026-01-30,2026-03-01,Trial_Expired,0.0
10242,105,202,2026-01-21,2026-02-20,Active,29.97
10242,103,202,2026-02-04,2026-03-06,Active,39.96
10243,104,202,2026-02-23,2026-03-25,Active,29.97
10243,103,202,2026-03-06,2026-04-05,Trial_Expired,0.0
10244,102,202,2026-01-06,2026-02-05,Active,9.99
10244,101,204,2026-01-08,2026-02-07,Trial_Expired,0.0
10245,102,201,2026-03-19,2026-04-18,Trial_Expired,0.0
10246,101,203,2026-03-01,2026-03-31,Trial_Expired,0.0
10247,105,202,2026-01-02,2026-02-01,Trial_Expired,0.0
10248,102,202,2026-01-21,2026-02-20,Active,19.98
10249,105,204,2026-01-17,2026-02-16,Active,39.96
10250,103,203,2026-02-19,2026-03-21,Active,39.96
10251,102,201,2026-03-27,2026-04-26,Trial_Expired,0.0
10252,101,202,2026-03-03,2026-04-02,Trial_Expired,0.0
10253,101,201,2026-02-08,2026-03-10,Trial_Expired,0.0
10253,104,201,2026-03-26,2026-04-25,Trial_Expired,0.0
10254,103,201,2026-02-05,2026-03-07,Trial_Expired,0.0
10254,105,201,2026-03-01,2026-03-31,Trial_Expired,0.0
10254,104,202,2026-02-21,2026-03-23,Active,9.99
10255,101,202,2026-02-21,2026-03-23,Trial_Expired,0.0
10256,103,201,2026-01-17,2026-02-16,Trial_Expired,0.0
10256,102,204,2026-01-01,2026-01-31,Trial_Expired,0.0
10257,101,204,2026-03-01,2026-03-31,Trial_Expired,0.0
10258,101,204,2026-03-13,2026-04-12,Active,9.99
10258,105,203,2026-03-28,2026-04-27,Trial_Expired,0.0
10259,102,203,2026-01-08,2026-02-07,Active,9.99
10260,101,201,2026-01-17,2026-02-16,Trial_Expired,0.0
10260,102,204,2026-02-27,2026-03-29,Trial_Expired,0.0
10261,101,201,2026-02-20,2026-03-22,Active,9.99
10262,101,204,2026-03-22,2026-04-21,Active,39.96
10262,104,203,2026-01-25,2026-02-24,Trial_Expired,0.0
10263,105,202,2026-03-19,2026-04-18,Active,9.99
10264,103,202,2026-01-12,2026-02-11,Trial_Expired,0.0
10265,101,202,2026-02-01,2026-03-03,Trial_Expired,0.0
10265,102,204,2026-01-11,2026-02-10,Active,9.99
10266,104,202,2026-03-30,2026-04-29,Active,39.96
10267,101,202,2026-01-21,2026-02-20,Active,39.96
10267,102,201,2026-02-08,2026-03-10,Trial_Expired,0.0
10267,103,202,2026-02-16,2026-03-18,Active,9.99
10268,101,201,2026-03-27,2026-04-26,Trial_Expired,0.0
10269,104,204,2026-01-29,2026-02-28,Trial_Expired,0.0
10269,103,203,2026-01-27,2026-02-26,Trial_Expired,0.0
10269,102,201,2026-01-23,2026-02-22,Trial_Expired,0.0
10270,103,203,2026-01-03,2026-02-02,Active,29.97
10271,105,204,2026-01-08,2026-02-07,Trial_Expired,0.0
10271,102,203,2026-03-13,2026-04-12,Active,9.99
10272,101,204,2026-03-30,2026-04-29,Trial_Expired,0.0
10272,105,203,2026-02-15,2026-03-17,Trial_Expired,0.0
10272,102,201,2026-03-07,2026-04-06,Trial_Expired,0.0
10273,101,202,2026-02-27,2026-03-29,Active,9.99
10274,103,203,2026-03-16,2026-04-15,Trial_Expired,0.0
10275,104,204,2026-01-04,2026-02-03,Trial_Expired,0.0
10276,103,201,2026-02-23,2026-03-25,Trial_Expired,0.0
10277,102,203,2026-01-20,2026-02-19,Trial_Expired,0.0
10278,105,204,2026-02-27,2026-03-29,Trial_Expired,0.0
10279,103,201,2026-01-31,2026-03-02,Active,29.97
10280,105,201,2026-01-30,2026-03-01,Trial_Expired,0.0
10280,104,203,2026-01-31,2026-03-02,Trial_Expired,0.0
10281,105,204,2026-02-24,2026-03-26,Active,29.97
10282,102,201,2026-02-26,2026-03-28,Trial_Expired,0.0
10283,102,202,2026-01-15,2026-02-14,Trial_Expired,0.0
10284,104,203,2026-03-02,2026-04-01,Trial_Expired,0.0
10284,103,202,2026-03-18,2026-04-17,Trial_Expired,0.0
10285,104,202,2026-02-20,2026-03-22,Trial_Expired,0.0
10285,103,203,2026-02-04,2026-03-06,Trial_Expired,0.0
10286,102,204,2026-03-15,2026-04-14,Trial_Expired,0.0
10287,105,201,2026-02-04,2026-03-06,Trial_Expired,0.0
10288,105,204,2026-03-01,2026-03-31,Trial_Expired,0.0
10289,105,203,2026-01-30,2026-03-01,Active,29.97
10289,103,204,2026-02-24,2026-03-26,Trial_Expired,0.0
10290,103,204,2026-02-13,2026-03-15,Active,39.96
10290,105,203,2026-03-25,2026-04-24,Trial_Expired,0.0
10290,104,201,2026-02-26,2026-03-28,Active,19.98
10291,101,203,2026-03-29,2026-04-28,Trial_Expired,0.0
10291,105,204,2026-01-21,2026-02-20,Active,39.96
10292,103,202,2026-03-23,2026-04-22,Active,29.97
10293,102,201,2026-03-26,2026-04-25,Trial_Expired,0.0
10294,103,201,2026-03-12,2026-04-11,Trial_Expired,0.0
10295,104,203,2026-02-27,2026-03-29,Trial_Expired,0.0
10296,105,202,2026-03-11,2026-04-10,Trial_Expired,0.0
10296,103,204,2026-03-26,2026-04-25,Active,19.98
10297,104,204,2026-02-08,2026-03-10,Trial_Expired,0.0
10298,105,201,2026-03-05,2026-04-04,Trial_Expired,0.0
10298,101,204,2026-03-05,2026-04-04,Active,9.99
10299,103,204,2026-03-26,2026-04-25,Trial_Expired,0.0
10300,105,201,2026-02-27,2026-03-29,Trial_Expired,0.0
10300,102,204,2026-03-04,2026-04-03,Trial_Expired,0.0
10301,105,203,2026-01-06,2026-02-05,Trial_Expired,0.0
